,235934_at,1552729_at,1558474_at,1556314_a_at,236807_at,234972_at,210387_at,207024_at,207790_at,217493_x_at,202254_at,34449_at,239843_at,1557483_at,46665_at,202481_at,216338_s_at,231497_at,214066_x_at,233846_at,1564887_at,218988_at,243097_x_at,233483_at,244667_at,208487_at,242303_at,229562_at,212839_s_at,40359_at,244268_x_at,220632_s_at,1553569_at,201489_at,206729_at,1561206_at,1560968_at,242760_x_at,1561365_at,1563946_at,237858_s_at,1554171_at,227779_at,228112_at,230530_at,203780_at,240113_at,221059_s_at,222020_s_at,202266_at,226960_at,201179_s_at,1553570_x_at,1558324_a_at,233541_at,203886_s_at,202207_at,215745_at,215341_at,213823_at,240856_at,1558407_at,237077_at,231012_at,234713_x_at,217264_s_at,1556195_a_at,1553798_a_at,208720_s_at,1560214_at,1554919_s_at,215838_at,239705_at,237359_at,1569362_at,222957_at,205346_at,239306_at,207578_s_at,1553508_at,212439_at,224503_s_at,1568931_at,208877_at,218181_s_at,1552546_a_at,231058_at,226679_at,1559620_at,218924_s_at,1564823_at,226239_at,222861_x_at,230486_at,236767_at,236388_at,1566269_at,229727_x_at,202531_at,48106_at,group
1,29.18950823,44.96644732,12.77959313,21.8080822,34.02820157,128.9190811,306.3242985,20.02911818,16.0780663,63.02240915,115.72285409999999,46.90211253,173.9374767,17.39118098,471.6422005,268.2478876,518.7548107,21.34114978,53.47934905,30.93085911,28.13975768,195.1827845,27.53676161,85.109779,29.07465162,17.85599966,29.2025207,61.61086988,9.659422912,423.23525589999997,159.44565790000001,73.40574129,11953.45457,847.5225826999999,160.82166930000002,6.111938387,18.0601003,109.38885900000001,6.364931554,64.47875578,22.6876142,66.26090486,13.26100306,42.28438235,53.03158636,24.78142081,31.04999218,5942.853082,11.71886546,1301.888338,33.17986244,318.0833398,12890.76266,30.68115735,43.72462179,56.86807246,1448.154688,13.52733745,24.31921912,28.50989854,6.418063217,182.9920294,21.04725233,30.88987226,31.51542034,81.26724039,22.64651264,48.60291708,3167.8097980000002,61.19827148,14.46743242,398.6489337,14.52062856,9.730709495,8.419642632,65.99171472,64.35623401,34.53463331,76.08504471,15.96139676,456.7709215,82.04309431,12.17649493,829.0561471,550.0206598999999,47.47608281,14.54979579,400.5562378,16.47429702,351.57654110000004,19.31756035,65.02794826,73.86325831,83.07618145,19.01296991,76.45039232,8.771824816,42.21415702,2674.567687,215.4645926,0
2,40.59122572,40.87809329,12.46235661,40.90595563,40.30508613,89.52607302,46.92097216,18.55351977,16.916532800000002,74.28803703,112.69307079999999,37.98397538,226.7195516,18.21926684,495.1782028,286.0931212,561.5217131,30.44617318,48.39700951,22.87671505,40.489726700000006,242.6836324,32.54878984,56.21658845,27.81869812,20.43431533,23.4141539,57.85865976,11.98927072,372.6405852,183.7466325,74.58931125,10822.52866,1022.7834460000001,149.4327959,7.017363033,16.87330875,140.5960254,6.8371022439999996,60.26786279,20.64857047,60.68419857,15.88820238,49.68966809,33.72690434,33.03377636,32.99624617,5749.855561,14.45110593,1627.9718070000001,29.53226287,363.2016635,11767.09028,30.51284929,52.181264500000005,52.99619955,1295.443159,10.11666589,37.32517191,28.95858089,5.879396195,227.85101699999998,28.00795997,30.87249124,26.44822504,91.29051068,26.74660734,56.29590194,2520.387772,81.28335241,14.22275458,332.1239612,17.41324292,9.826556878,7.363736485,57.85865976,69.90864659,33.68342647,105.8999428,20.21405704,489.98881270000004,84.63109923,17.28246382,919.4453398,690.4030367,44.9629566,13.65372789,355.48650919999994,15.50294074,520.2181773,21.39372802,65.72694387,65.59936752,83.83001602,16.71354661,74.64956767,8.943775654,36.55442112,2951.4127949999997,238.38704080000002,0
3,38.31071377,53.41348086,16.34757798,16.97450972,38.98040027,143.94571169999998,424.9245831,18.10893754,20.51439923,80.99837165,127.2776241,41.37180509,313.0905166,14.80793949,446.1744221,307.54250360000003,446.66116050000005,41.25788611,51.89871813,33.01770638,43.67128267,193.2527321,29.93642416,49.15212892,51.44286188,21.08730759,39.19174759,59.80271176,9.380299586,379.504452,160.4627926,65.93849254,11804.75108,971.7403059000001,131.4820459,6.294418051,13.96656174,117.6630885,6.538301927999999,67.36769346,17.56312913,81.91138027,13.895222199999997,68.96244406,49.07168821,30.30678686,33.67397203,5355.219522,16.75333025,1338.600738,28.69837214,402.92513629999996,13540.46816,29.76271021,41.34113234,60.48875241,1459.3902449999998,14.56759688,28.34194769,35.16053214,5.495455247000001,192.96601850000002,26.17045315,29.9167593,64.70615293,93.96007762,33.90558426,61.7721226,3764.832593,85.51697996,13.0307932,474.88783839999996,20.107098399999998,10.24652633,8.341576102000001,64.45274955,43.21040956,24.90233293,85.23854135,29.4344956,428.1946618,73.33271255,15.58662859,886.2070538999999,622.5150905,62.46867393,15.12149631,363.8658889,14.32056988,385.9606615,28.22203276,58.83007621,70.20602786,77.60329474,22.51385184,66.02758617,8.79294229,54.87758161,3082.702603,170.4638487,0
4,44.13355325,43.13843699,16.03567302,27.87938825,47.02027267,128.64806969999998,42.81394884,22.37235154,17.38146765,82.92585059,109.4576517,22.30983595,245.9765545,17.93696629,330.10175530000004,200.5401088,590.8569183,35.442685100000006,48.18182049,34.34182966,44.0656628,207.6148747,32.50250484,44.0395249,56.30639966,21.82002728,36.21722237,75.86618041,9.364214619,379.3713708,167.07568740000002,83.74052165,11850.99031,1514.252418,192.5723817,6.51233087,17.711985000000002,166.39808269999997,6.67093045,80.27845798,24.49375403,54.43105145,15.16477303,47.13337224,51.97215587,33.98626695,43.68490658,6594.099770000001,20.22668518,1775.968158,29.07352307,392.860688,13210.0655,27.43388431,39.01897568,65.65336264,738.8542556,13.47891066,37.28266284,36.4529079,7.027760371,254.28419780000002,24.84421409,32.89291587,64.91657589,118.6137952,24.10985384,35.76087173,2666.885185,81.72417483,15.02636347,866.7481247999999,19.78266657,12.16096661,10.19662637,77.67874569,104.2613041,31.45132735,142.4916925,17.50310537,549.6528812000001,97.56677252,15.42347559,826.1385826000001,482.0129176,70.20413003,16.03363909,283.8098794,16.69562273,499.2715882,35.81408057,75.44806523,92.75994118,83.10002466,23.9128636,65.62501762,10.01478122,67.80628037,4166.066057999999,262.7317966,0
5,54.36484011,47.47200241,18.14784075,35.99476015,43.97467469,99.35254371,27.65698527,24.60563767,26.90415331,96.82394691,84.01220339,21.33366606,182.0105164,18.58117719,553.8183324,125.3440757,324.3183851,42.54533361,59.653670299999995,33.88267798,47.79543745,177.5619934,36.70124249,65.30809857,62.57259364,28.57053209,39.55924536,77.93535266,15.37709421,397.7527238,156.29957009999998,78.58516027,11862.90729,680.8008368,126.8171456,6.823306391,18.34741616,76.63412187,7.819438425,67.86218608,33.28247924,90.32747654,23.83513679,39.84942494,47.17144858,46.47181221,31.00304471,4849.7343200000005,16.16884813,1120.129641,29.73262634,206.18820569999997,13078.32355,25.65398427,63.67874509,51.58018348,1331.060102,18.33456332,36.38091694,45.35111135,6.822199765,222.7188721,28.21745561,37.90559747,67.93537036,121.3969193,41.23295637,23.32839261,2130.2839089999998,87.31012125,13.36680721,376.0185434,23.78547613,11.50397069,9.220333922,62.29536844,54.35459134,34.07528929,132.17421969999998,19.3108264,353.0987736,166.4040804,15.79362023,473.915488,410.5667544,26.95412179,17.54037881,201.6399931,12.46688387,356.3880123,21.73727215,63.41661643,87.27738674,93.74332098,19.00896398,44.93236206,9.799431121,70.13015444,2711.41457,150.1741825,0
6,28.98878576,47.72800074,12.39366523,33.61711468,36.65855464,119.3232196,33.90957976,12.06039288,18.36629859,59.08807116,126.8630392,54.20582545,280.28039029999997,20.45812469,457.87151339999997,272.358862,544.3568871,26.72516593,53.89651183,25.35995007,35.64480689,252.1658327,29.69446222,48.16315513,34.35040015,17.36946003,38.54193236,56.983723899999994,10.32633212,415.51881660000004,216.4522519,85.3522926,11328.97722,968.9705445000001,182.7206655,8.31222093,15.91476556,150.5508455,7.102657903,60.47646887,24.91832173,59.37324255,17.13405833,63.53541159,35.37077684,20.2571597,31.36970376,5469.298169,14.23830001,1910.004074,30.29807018,399.1231084,12413.65211,25.00094981,42.89111751,55.74026669,1302.800082,16.03320566,29.17464104,31.30588542,5.892231036,217.3025057,27.85323513,31.12825934,29.77205704,92.28325588,24.16037597,82.62044926,3075.446151,82.63224734,13.07644977,427.40500729999997,13.98029598,11.05534391,8.609246647,66.3164098,77.13977324,30.90287161,80.50714931,18.28656252,470.55449460000006,77.39073735,15.256065099999999,1018.806956,717.1007419,42.32021348,19.16117331,345.4042442,17.543905,659.4219042000001,20.53183974,64.06355709,47.45032291,83.72450289,19.73936945,88.8681777,9.594063578,36.1692305,3354.402279,228.11254830000001,0
7,29.13808178,35.99620726,14.10842465,54.18786872,30.19787235,145.95997509999998,47.24022726,21.75529991,17.83626952,60.15038223,138.74529130000002,37.89122823,260.06383880000004,15.20354658,273.9413045,212.98706409999997,488.0513034,27.866154100000003,43.88998889,30.23104616,32.14817644,216.74441370000002,28.24199308,72.13817399,39.9734725,17.17809322,22.64225905,58.79925619,10.5670883,349.87796560000004,183.4546929,74.43607091,11136.66774,891.6860272,132.3638179,7.292851411,12.63642097,166.58584409999997,7.0045530629999995,56.41066347,25.1646565,59.97797878,12.36322311,47.33941589,34.47252332,22.77804463,31.05464133,5310.5663079999995,15.128667300000002,1414.748605,26.18017798,408.9027627,12641.85016,19.97128144,39.74248008,57.12201632,971.2366142999999,10.06504,30.62014055,25.36736915,6.139946139,157.00165969999998,20.21557032,27.17840713,52.79535134,71.79980397,28.19610543,57.84546687,2784.0125510000003,53.59680141,12.48598731,627.5932389,14.15069494,10.68625912,10.18863587,55.64360553,101.24213320000001,45.52925666,67.69409092,23.29531607,433.5618481000001,166.936197,13.90285239,736.8550305,572.81839,46.01240625,11.44834382,279.4232,11.95474126,464.2995267,21.40641058,53.96922256,69.81126749,74.08568995,18.89968128,94.09922918,7.699218424,44.363521999999996,4073.067478,222.31862400000003,0
8,41.68721246,44.33938947,15.38012155,17.95209114,39.98414131,143.54666469999998,145.8555021,19.8073092,16.70726874,75.53670772,91.59259118,30.29158156,165.23631709999998,15.8463207,499.0722924,248.8721527,451.9229459,34.06638602,60.32411751,32.63189805,40.37521396,184.56472069999998,26.79542883,68.42900193,38.82497256,21.00434657,28.44738234,56.1431848,11.23782551,467.5568558,147.72702859999998,86.21703237,12899.25389,856.0053481000001,131.98946750000002,8.497874279,15.30218749,105.66252639999999,5.573590464,63.88051329,25.74288785,69.73939773,14.56476986,51.72941603,57.19626362,16.85534206,39.90205103,5664.920521999999,13.60217073,1411.437959,26.96836213,318.0833398,14217.79384,27.358799100000002,40.99482793,60.83130292,1608.700453,13.07412962,29.34246157,30.91587643,6.93886645,221.8326637,22.29487182,33.67728662,55.98180117,122.94847240000001,30.72342182,32.53306855,3072.122438,66.70190222,14.71819654,366.6841255,20.14409379,11.30226488,6.9078368039999996,72.78660152,52.97434722,31.54872945,94.26288945,23.8115231,347.2136848,85.16802561,11.535191099999999,853.4784997000002,359.54636150000005,39.63609697,16.73327582,445.4105746999999,13.14877962,293.1993307,26.595015999999998,67.05816034,76.87294319,86.68190773,26.96725926,43.13075304,9.558730329,62.10041481,2774.707538,194.8394492,0
9,32.57431645,45.98221314,10.29793383,33.91743111,33.53319401,92.35153271,88.14348295,15.67067045,21.94438601,62.75641349,136.5159775,38.386762899999994,258.53485789999996,17.6662264,437.1558818,251.44673319999998,493.6090379,31.36292042,53.07722352,30.35093382,41.83686953,200.9475253,27.33573004,38.03018363,32.18753074,17.46204961,33.81402851,61.25463039,13.97391147,363.315977,192.3557306,71.10952923,11884.6352,1161.2637789999999,200.8526937,8.583077351,13.972294,148.2863509,6.619774165,59.83285502,20.5226482,55.27077742,15.64609799,56.69206834,30.93431108,34.68355801,38.35301261,5467.251396,10.93253453,1863.849944,29.73821193,455.9649125,12804.9145,25.69099747,42.93850332,47.545206799999995,1137.010609,11.69778116,34.54088158,29.49341552,6.994849417999999,168.0885916,20.20751481,31.484175899999997,35.48304708,91.17459620000001,30.18684342,109.9939986,3434.32296,68.86953352,14.12533326,457.0451876,15.53513636,10.52828104,8.492080222,52.39677093,67.36349098,32.64108254,82.65046321,21.06041558,480.3556012,73.70190477,12.30154828,1013.1998130000001,748.7431038,79.32886486,18.66975383,329.8165537,15.19885776,464.5155234,19.88995352,56.43299449999999,69.72402741,87.56843359,17.90486828,101.74964849999999,9.138155548,33.25148806,3622.7762770000004,204.5805244,0
10,30.22628985,49.83930344,16.05011801,36.8341233,33.69124882,160.64329990000002,45.05467791,20.88515579,20.31481047,79.12304263,92.21528519,31.70690162,168.4795876,19.98277447,378.8035392,211.8664003,714.1399417,35.3499189,47.16258859,41.19738899,37.91952533,230.8456921,27.92994834,61.10302925,49.52276632,23.81241438,34.47727866,62.33791512,11.47644572,397.27824960000004,120.1389375,80.69654494,8918.466811,1420.0834539999998,264.4862662,6.344168107000001,14.93910693,89.3098256,6.940776147,60.64828733,25.44608848,65.31507023,13.89014736,49.59810172,46.94992669,21.89392941,35.83041877,5994.526142000001,15.84143365,1133.23394,24.69083977,366.8061455,10416.47845,32.03732971,43.12310036,75.32913198,868.5451277000001,11.89686874,28.43799801,33.53526274,6.1220337570000005,204.9808039,23.45107252,18.72941586,44.02472234,101.10447190000001,21.9390325,38.09830742,2240.507748,61.60642868,12.93447866,792.4109466,18.16773925,11.19092202,8.957604692,76.98332078,128.6483372,28.48264063,71.108297,22.32905051,598.8330348,86.02588954,14.28458284,530.4011157,354.41675539999994,47.56247879,13.1429206,374.2252256,14.84394854,489.2530383,29.18299405,82.37016651,98.02936007,67.73666253,27.21699719,80.89754406,8.860020274,60.16948069,3036.997488,261.6789381,0
