,235934_at,1552729_at,1558474_at,1556314_a_at,236807_at,234972_at,210387_at,207024_at,207790_at,217493_x_at,202254_at,34449_at,239843_at,1557483_at,46665_at,202481_at,216338_s_at,231497_at,214066_x_at,233846_at,1564887_at,218988_at,243097_x_at,233483_at,244667_at,208487_at,242303_at,229562_at,212839_s_at,40359_at,244268_x_at,220632_s_at,1553569_at,201489_at,206729_at,1561206_at,1560968_at,242760_x_at,1561365_at,1563946_at,237858_s_at,1554171_at,227779_at,228112_at,230530_at,203780_at,240113_at,221059_s_at,222020_s_at,202266_at,226960_at,201179_s_at,1553570_x_at,1558324_a_at,233541_at,203886_s_at,202207_at,215745_at,215341_at,213823_at,240856_at,1558407_at,237077_at,231012_at,234713_x_at,217264_s_at,1556195_a_at,1553798_a_at,208720_s_at,1560214_at,1554919_s_at,215838_at,239705_at,237359_at,1569362_at,222957_at,205346_at,239306_at,207578_s_at,1553508_at,212439_at,224503_s_at,1568931_at,208877_at,218181_s_at,1552546_a_at,231058_at,226679_at,1559620_at,218924_s_at,1564823_at,226239_at,222861_x_at,230486_at,236767_at,236388_at,1566269_at,229727_x_at,202531_at,48106_at,group
11,39.26489135,42.99598378,14.12097696,25.60802349,32.44155347,159.70348669999998,70.87303864,18.15788167,23.05307026,69.33836918,141.3496989,35.06775089999999,302.9874023,17.92427673,327.6559682,208.61397549999998,533.2428847,35.03361603,44.62134204,28.24702452,37.83181272,190.9750025,34.94584435,54.66194916,49.05210011,20.44315557,33.35832629,50.39218124,10.85141294,332.9943757,180.4060612,67.50642904,11860.60515,1070.463582,171.00219099999998,7.663083362,14.761475199999998,156.111932,6.568199738,59.97427885,22.90373535,50.83449851,10.90573425,44.42485,46.19782417,37.01928177,32.27331793,5814.139615,14.63350035,1458.621652,25.35281434,413.2852313,13346.74204,23.53146115,40.93914309,53.01967788,1023.8048279999999,10.69070433,30.26417251,28.95518883,7.054530156,216.493515,24.3176852,29.97797442,47.52665629,95.87428444,27.85599608,28.49095351,3022.2975760000004,71.52526338,13.14479739,500.9434705,16.07470103,9.884602839,11.03065075,59.44732549,65.72047489,31.70622033,84.81226453,15.32114273,408.4373526,63.78056621,12.68168023,931.9973225,688.9607572000001,55.54526392,11.44873266,284.4872134,13.32038614,381.0982043,21.24767383,65.16602089,69.59206925,69.49156661,15.68963625,87.15847204,7.183754262000001,50.35537931,2757.279877,196.5937981,0
12,36.58732411,57.30702111,14.16271547,20.91594099,30.84819134,150.1177748,250.20433930000002,18.52221846,20.50272834,73.35223401,113.5716547,39.29958029,171.1103243,15.68589562,402.2174881,235.46568219999997,455.4986601,35.88783531,54.54930838,25.829592899999998,27.300301899999997,246.8849358,28.06225424,61.13751464,30.61504715,15.84585939,30.05841434,50.07390282,8.925945514,382.807955,151.2621269,75.97484914,10729.31239,854.3047537,128.7593153,13.95265724,14.42976601,82.49061,6.021391826,57.55885547,31.86341516,47.78308183,15.29681086,57.50330611,38.31804364,18.46179596,33.57903813,5043.676398,9.445754241,878.9668832999998,26.97241883,270.7949454,11636.26148,30.26066947,39.44930559,78.27631853,1337.756664,10.58715461,28.41204952,33.77903011,6.027425859,200.3811515,21.40976418,27.98806806,47.15922158,60.17615406,33.06181451,63.8587762,3325.441093,69.59539772,16.66420977,264.1797363,15.50836833,12.38310326,7.796188645,63.63691531,55.44555881,42.65917027,79.35933327,29.28439126,434.3725123,80.71953733,15.63010971,798.2783089,535.5921480000001,26.35001723,15.14338687,382.0233471,11.93936332,269.43902260000004,22.77599222,61.99633388,66.92164483,77.17710379,14.67498374,57.73959168,8.695879807999999,42.95136274,2686.142264,210.2441721,0
13,38.65772949,38.32356853,12.29278587,37.0266982,33.68882019,153.4453376,99.66209526,17.58199652,17.37892573,42.735586,107.18676740000001,25.23583643,190.59467469999998,16.7447624,501.2258461,285.35400469999996,617.0236596,33.87582085,57.7533609,31.41137083,29.52413731,271.1922236,23.69111181,61.72855009,44.35746458,12.46372153,26.92140874,68.85726627,14.25533463,455.65528789999996,160.0108584,88.60093387,11186.72409,1155.066341,178.7638239,9.850466162,16.60037584,81.11315467,5.0989634619999995,84.58353787,27.60234627,72.01911669,12.75122547,59.55022277,40.11475275,32.47876792,25.79726115,6334.126655,9.521943047999999,1210.6280769999998,29.85715921,275.1790827,12117.21055,28.23363542,44.73139977,56.52601157,1211.946249,12.40617951,37.07387475,29.99458156,6.212564822999999,215.51612409999998,22.90673604,30.411182300000004,37.48568862,77.36349141,23.52728596,37.67323454,2662.821488,60.44947899,12.82664539,424.2962154,15.83726163,10.99011822,9.074555644,51.98116274,68.91083817,36.90399252,94.91538171,26.01552651,584.5221965,134.57177109999998,14.09153628,651.9592577000001,479.668204,32.65076751,14.87362089,403.12543450000004,17.10460639,325.6688673,21.84593577,54.99524574,59.51861293,68.65500535,18.10915093,57.87237715,9.995869039,41.78499332,3059.372372,213.49862969999998,0
14,44.42266376,41.68588329,12.31382444,27.01815022,43.01816259,129.4908187,56.355597200000005,16.35212245,20.53998183,70.6282282,140.575659,25.00322005,188.4314544,16.61733357,519.7665569000001,325.199223,685.5442591,36.04734252,46.36695242,28.925841,41.25702818,293.2025824,29.88730693,50.48825815,49.73404952,23.62423979,26.67183168,54.71020286,11.67117575,385.5349925,219.56936969999998,86.18267659,10519.87542,1135.301683,175.0044746,6.74693377,16.45936759,108.7187527,5.719713959,57.08302957,27.6531898,64.12051021,15.13854871,52.21777208,40.0067076,20.73913762,34.0657957,5227.697693,15.65531899,1108.489969,25.96773001,302.34439,11526.76456,20.72603152,41.42023978,53.18409651,1082.829213,12.31382444,25.70018786,36.469941999999996,6.442510574,223.5656918,21.259208800000003,29.68123054,42.94782006,102.09136240000001,32.6402228,42.92377331,2293.555336,75.03069413,15.04771996,194.4219101,17.53097099,10.66712139,7.392324049,66.82657362,85.82065459,31.56738829,107.1171744,28.26694373,631.4475087999999,98.29717159999998,16.43105261,755.7498619,659.1522842,51.14158611,14.34901699,411.68355210000004,13.78184374,391.164599,25.67627477,56.12594789,78.85312358,87.41936539,17.55248026,53.11509427,8.622767617000001,45.83535683,2445.3410910000002,279.8870642,0
15,51.29122063,75.16452415,15.98558903,22.91906048,37.88082904,123.02715690000001,287.9660652,19.55897687,20.6244108,88.99411305,78.37496562,27.8567105,151.7296264,16.53078121,623.3039305,234.6967412,644.9390434,38.71634884,52.56253679,32.71694193,44.84611172,189.01029409999998,28.14408812,68.49866662,49.452961,26.50204899,29.34526843,48.89760843,9.58689745,482.7973677,123.9276243,93.74514038,11376.42779,686.9951006,173.583138,9.298151934,15.67415757,116.10151599999999,5.612532913,58.35162791,31.68789674,70.97509648,15.93051498,52.36721587,48.50188793,23.51595472,35.94873252,5673.408381,15.5713055,1324.801044,32.966961100000006,261.1232304,12069.68162,23.99002906,48.18542751,56.695212100000006,1752.659468,11.48832848,29.39286329,35.23469938,5.76027225,239.15248959999997,21.79718613,28.21090416,52.29499602,107.9521375,26.95761577,53.25857785,2808.1805879999997,80.78911379,13.81036936,441.1489375,19.42048062,10.51313473,6.857368255,70.07461462,73.55951181,30.23758469,115.88708629999999,24.01851416,545.7067202000001,73.78317671,13.83296005,725.9271679,478.7597308,40.4635502,13.50689353,501.5994653,13.18631001,422.0373875,25.67885553,75.8498278,80.70057233,88.04791891,19.95864675,45.23027931,8.560499622,67.49636953,2870.9848460000003,205.93168319999998,0
16,49.49136747,37.7480444,17.37708276,17.62890548,37.06930085,138.82369269999998,309.8551206,16.41373886,17.94624367,76.98332078,92.87143359999999,32.90459136,165.11633,15.53484563,512.5247982,257.9625812,448.793509,32.36157682,57.40159818,29.82336206,37.92404642,231.01792719999997,26.77873675,62.78025571,49.88547823,23.72279349,27.59511514,55.46135658,12.95619337,414.09271160000003,151.6151384,90.31664562,11710.946,710.7685321,176.6664158,7.039885674,15.88519616,88.23811094,5.7369740810000005,65.18300689,22.01117109,60.60487742,18.08366259,52.09055849,39.07264456,24.35761547,31.72635772,5286.950119,12.96177149,1203.024243,29.62014915,309.7720138,13179.88352,27.54497026,43.29246373,70.39255761,1651.1322910000001,15.34631108,33.27574358,29.67530597,6.797338645,213.96099390000003,22.896275,28.94852628,51.37651049,103.0476647,35.83742313,29.6067864,2721.261719,61.82318176,14.39957174,560.7877403,18.63826935,11.30615911,7.601941905,62.08582436,60.71844758,30.66244849,127.6081798,22.8219949,382.28346760000005,69.23962471,13.00948548,972.6062148,515.5962641,35.95511204,13.92010318,254.8283539,15.44731296,310.1101637,25.33068173,54.95603445,82.98818213,77.74548557,21.45104461,63.2536576,8.742203734,60.79859165,2229.863989,207.5452351,0
17,46.34253312,41.10605454,16.00818678,31.27768866,36.11329116,134.0951269,65.00063919,15.72499878,15.41110069,71.28422784,95.74816944,39.89920236,326.92343769999997,19.17243934,401.0329591,229.2414315,580.8218833999999,27.91075025,51.92829673,33.83545772,39.11703186,171.51144019999998,28.77314468,43.73219934,53.59903049,20.29851104,27.96551513,58.397147700000005,10.38635114,335.1778494,174.069424,61.63970277,12291.21573,1049.684462,184.4657291,6.065232712,16.4882228,80.89866555,5.958507472999999,53.75220379,26.576385499999997,56.34614482,13.23251148,47.47424001,47.60476229,27.18042294,34.00497674,6303.773574,15.66263457,1875.604591,31.02325159,408.8285108,13312.18715,20.93085007,36.18337309,70.42174151,1088.525885,10.45382494,38.80113637,32.29815837,7.344844768,206.60365980000003,21.43196166,26.13939781,62.19134874,122.3669378,28.05702233,65.29605836,2310.9334519999998,61.67526054,14.04031112,1603.912807,17.48597092,12.67354305,7.093005174,69.7377542,62.97066509,33.65098898,105.38450879999999,16.86429379,433.1818541999999,98.97196382,11.20247809,985.6447854,606.958051,39.82407645,14.52461482,295.1177736,14.43051617,427.188204,20.23075141,77.30742074,95.74816944,78.85405275,20.38286578,66.74921662,8.241865955,61.22618982,2730.747111,204.1776299,0
18,31.69400342,47.06611931,12.02106657,43.17520133,30.23335125,133.2483631,67.74356474,16.85336771,22.33617121,58.74491210000001,111.1876699,30.42492919,233.33889530000002,14.47091258,472.2290552,299.73713019999997,620.7648247000001,32.53011461,52.79377778,23.93969721,33.83695874,223.3548853,25.91793731,52.57095362,37.54643431,21.25512738,27.52140084,50.13078777,10.05870031,375.94426939999994,206.77443269999998,69.54259512,11099.59949,1102.3067210000002,169.0018232,6.24556461,16.26919542,120.0646801,5.931236918,56.17237901,18.79430941,63.37003907,13.86255232,47.84989985,31.14334494,22.56747337,28.68508723,6056.170051,14.91690162,1440.915482,27.4781696,340.295202,12104.61858,26.70831397,38.62888151,60.04116228,1268.501931,14.69604455,28.76309465,28.54551133,5.683367474,181.9176862,19.72130342,27.97185448,37.40935016,74.91890975,20.42685227,91.23832146,2512.2076469999997,65.52533867,13.18099158,593.692468,18.02462076,10.50432825,9.012116727999999,61.31214615,73.12475597,30.50242417,75.58284926,19.08658379,542.1934972,107.84294579999998,14.437789800000001,782.4956925,605.185663,66.79725908,17.21756239,338.8518881,15.05675529,359.0029777,22.96629134,60.5032611,66.559422,81.89900390000001,20.52806872,66.62496662,9.54507147,40.9495871,2865.5969670000004,212.47642969999998,0
19,38.46338957,45.28288591,11.93308369,37.07014877,29.45733478,145.80334419999997,77.52995917,18.20105283,19.30418846,65.38790973,115.7311163,50.46334729,200.2933899,17.85748495,363.2540317,231.0891958,503.0486081,26.79684043,48.94481059,26.78129837,32.58400419,204.8627679,30.52154314,58.15055274,33.39893049,15.06613023,26.69519163,58.05091895,11.33490976,364.06241560000007,167.11981609999998,53.7161872,10605.68365,1028.2034199999998,167.7124523,6.1671075239999995,15.50844358,97.97494820000001,6.049345246000001,49.84054711,22.66372349,57.89127397,16.79182347,42.74284402,38.78801387,26.86833469,34.22835373,5081.962449000001,10.327549000000001,1475.03145,25.54271543,364.66855689999994,12023.0058,23.33317942,42.311560799999995,51.22147879999999,1319.3393720000001,12.28856884,36.91194873,29.94819192,5.533030974,192.4622914,22.81271104,36.0189445,35.55454281,75.24381015,28.60372236,50.46723006,3275.705629,70.68077727,15.67421189,466.77160810000004,16.13540629,12.00894076,9.573304512,55.59522223,78.96826016,32.74468846,75.32077817,17.18191577,420.92430329999996,80.83902408,12.53350486,811.4030976,596.9316752999999,51.2019908,17.90443391,333.62601980000005,16.19464569,411.91789710000006,21.87924424,66.67971348,40.47418149,83.47261137,16.90300681,75.35634047,8.289424816,35.33384878,2801.337322,208.61787969999997,0
20,34.69216569,37.1734324,15.26687627,36.25117871,27.49872837,140.94622230000002,119.2086406,19.78165189,19.57507595,61.43457845,103.4492231,37.94573935,333.2957244,16.07864583,425.2068416,207.26360580000002,431.7136803,34.63827068,54.84772972,28.4781594,31.27940143,232.8175494,30.92305607,41.05360476,30.42119667,20.72071671,29.10140697,56.93535925,12.37948163,360.740602,181.3537793,85.193414,9401.140026,843.5261595000001,119.55643719999999,7.960990826000001,14.92865204,131.1791844,6.866866899,56.89263514,24.72716607,71.76507442,13.64281075,48.62805556,34.72088943,49.92356312,34.27754784,5073.656032,11.81421609,1577.5171779999998,25.54880663,438.8971221,10515.64702,20.07554154,41.32122158,49.5789908,1483.30545,15.43068283,32.2513132,31.24334466,6.848585281,188.88351709999998,24.885836899999997,26.120199300000003,34.82612374,88.41032748,36.00980795,70.52368719,3227.7430059999997,62.42863428,14.41623971,804.0035159,13.41916502,12.466512300000002,8.380904768999999,69.48448629,82.53596473,30.91651932,79.24637292,16.23992427,420.0310005,85.70699203,15.84422293,910.3162348,804.9503561,64.1446039,11.91199378,346.8947028,9.566677733999999,430.34711889999994,23.48949838,68.39789402,66.09531003,68.04470521,20.82467391,87.58925542,7.984754217000001,36.23299103,2778.537507,185.5450882,0
