,235934_at,1552729_at,1558474_at,1556314_a_at,236807_at,234972_at,210387_at,207024_at,207790_at,217493_x_at,202254_at,34449_at,239843_at,1557483_at,46665_at,202481_at,216338_s_at,231497_at,214066_x_at,233846_at,1564887_at,218988_at,243097_x_at,233483_at,244667_at,208487_at,242303_at,229562_at,212839_s_at,40359_at,244268_x_at,220632_s_at,1553569_at,201489_at,206729_at,1561206_at,1560968_at,242760_x_at,1561365_at,1563946_at,237858_s_at,1554171_at,227779_at,228112_at,230530_at,203780_at,240113_at,221059_s_at,222020_s_at,202266_at,group
12,36.58732411,57.30702111,14.16271547,20.91594099,30.84819134,150.1177748,250.20433930000002,18.52221846,20.50272834,73.35223401,113.5716547,39.29958029,171.1103243,15.68589562,402.2174881,235.46568219999997,455.4986601,35.88783531,54.54930838,25.829592899999998,27.300301899999997,246.8849358,28.06225424,61.13751464,30.61504715,15.84585939,30.05841434,50.07390282,8.925945514,382.807955,151.2621269,75.97484914,10729.31239,854.3047537,128.7593153,13.95265724,14.42976601,82.49061,6.021391826,57.55885547,31.86341516,47.78308183,15.29681086,57.50330611,38.31804364,18.46179596,33.57903813,5043.676398,9.445754241,878.9668832999998,0
13,38.65772949,38.32356853,12.29278587,37.0266982,33.68882019,153.4453376,99.66209526,17.58199652,17.37892573,42.735586,107.18676740000001,25.23583643,190.59467469999998,16.7447624,501.2258461,285.35400469999996,617.0236596,33.87582085,57.7533609,31.41137083,29.52413731,271.1922236,23.69111181,61.72855009,44.35746458,12.46372153,26.92140874,68.85726627,14.25533463,455.65528789999996,160.0108584,88.60093387,11186.72409,1155.066341,178.7638239,9.850466162,16.60037584,81.11315467,5.0989634619999995,84.58353787,27.60234627,72.01911669,12.75122547,59.55022277,40.11475275,32.47876792,25.79726115,6334.126655,9.521943047999999,1210.6280769999998,0
14,44.42266376,41.68588329,12.31382444,27.01815022,43.01816259,129.4908187,56.355597200000005,16.35212245,20.53998183,70.6282282,140.575659,25.00322005,188.4314544,16.61733357,519.7665569000001,325.199223,685.5442591,36.04734252,46.36695242,28.925841,41.25702818,293.2025824,29.88730693,50.48825815,49.73404952,23.62423979,26.67183168,54.71020286,11.67117575,385.5349925,219.56936969999998,86.18267659,10519.87542,1135.301683,175.0044746,6.74693377,16.45936759,108.7187527,5.719713959,57.08302957,27.6531898,64.12051021,15.13854871,52.21777208,40.0067076,20.73913762,34.0657957,5227.697693,15.65531899,1108.489969,0
15,51.29122063,75.16452415,15.98558903,22.91906048,37.88082904,123.02715690000001,287.9660652,19.55897687,20.6244108,88.99411305,78.37496562,27.8567105,151.7296264,16.53078121,623.3039305,234.6967412,644.9390434,38.71634884,52.56253679,32.71694193,44.84611172,189.01029409999998,28.14408812,68.49866662,49.452961,26.50204899,29.34526843,48.89760843,9.58689745,482.7973677,123.9276243,93.74514038,11376.42779,686.9951006,173.583138,9.298151934,15.67415757,116.10151599999999,5.612532913,58.35162791,31.68789674,70.97509648,15.93051498,52.36721587,48.50188793,23.51595472,35.94873252,5673.408381,15.5713055,1324.801044,0
16,49.49136747,37.7480444,17.37708276,17.62890548,37.06930085,138.82369269999998,309.8551206,16.41373886,17.94624367,76.98332078,92.87143359999999,32.90459136,165.11633,15.53484563,512.5247982,257.9625812,448.793509,32.36157682,57.40159818,29.82336206,37.92404642,231.01792719999997,26.77873675,62.78025571,49.88547823,23.72279349,27.59511514,55.46135658,12.95619337,414.09271160000003,151.6151384,90.31664562,11710.946,710.7685321,176.6664158,7.039885674,15.88519616,88.23811094,5.7369740810000005,65.18300689,22.01117109,60.60487742,18.08366259,52.09055849,39.07264456,24.35761547,31.72635772,5286.950119,12.96177149,1203.024243,0
17,46.34253312,41.10605454,16.00818678,31.27768866,36.11329116,134.0951269,65.00063919,15.72499878,15.41110069,71.28422784,95.74816944,39.89920236,326.92343769999997,19.17243934,401.0329591,229.2414315,580.8218833999999,27.91075025,51.92829673,33.83545772,39.11703186,171.51144019999998,28.77314468,43.73219934,53.59903049,20.29851104,27.96551513,58.397147700000005,10.38635114,335.1778494,174.069424,61.63970277,12291.21573,1049.684462,184.4657291,6.065232712,16.4882228,80.89866555,5.958507472999999,53.75220379,26.576385499999997,56.34614482,13.23251148,47.47424001,47.60476229,27.18042294,34.00497674,6303.773574,15.66263457,1875.604591,0
18,31.69400342,47.06611931,12.02106657,43.17520133,30.23335125,133.2483631,67.74356474,16.85336771,22.33617121,58.74491210000001,111.1876699,30.42492919,233.33889530000002,14.47091258,472.2290552,299.73713019999997,620.7648247000001,32.53011461,52.79377778,23.93969721,33.83695874,223.3548853,25.91793731,52.57095362,37.54643431,21.25512738,27.52140084,50.13078777,10.05870031,375.94426939999994,206.77443269999998,69.54259512,11099.59949,1102.3067210000002,169.0018232,6.24556461,16.26919542,120.0646801,5.931236918,56.17237901,18.79430941,63.37003907,13.86255232,47.84989985,31.14334494,22.56747337,28.68508723,6056.170051,14.91690162,1440.915482,0
19,38.46338957,45.28288591,11.93308369,37.07014877,29.45733478,145.80334419999997,77.52995917,18.20105283,19.30418846,65.38790973,115.7311163,50.46334729,200.2933899,17.85748495,363.2540317,231.0891958,503.0486081,26.79684043,48.94481059,26.78129837,32.58400419,204.8627679,30.52154314,58.15055274,33.39893049,15.06613023,26.69519163,58.05091895,11.33490976,364.06241560000007,167.11981609999998,53.7161872,10605.68365,1028.2034199999998,167.7124523,6.1671075239999995,15.50844358,97.97494820000001,6.049345246000001,49.84054711,22.66372349,57.89127397,16.79182347,42.74284402,38.78801387,26.86833469,34.22835373,5081.962449000001,10.327549000000001,1475.03145,0
20,34.69216569,37.1734324,15.26687627,36.25117871,27.49872837,140.94622230000002,119.2086406,19.78165189,19.57507595,61.43457845,103.4492231,37.94573935,333.2957244,16.07864583,425.2068416,207.26360580000002,431.7136803,34.63827068,54.84772972,28.4781594,31.27940143,232.8175494,30.92305607,41.05360476,30.42119667,20.72071671,29.10140697,56.93535925,12.37948163,360.740602,181.3537793,85.193414,9401.140026,843.5261595000001,119.55643719999999,7.960990826000001,14.92865204,131.1791844,6.866866899,56.89263514,24.72716607,71.76507442,13.64281075,48.62805556,34.72088943,49.92356312,34.27754784,5073.656032,11.81421609,1577.5171779999998,0
21,40.50954568,50.76664447,14.95219102,30.60959391,45.55571034,141.21974440000002,114.2209121,17.17745026,18.02368375,83.07042325,97.15719946,37.43547098,221.5205914,21.06356898,420.9669028,214.65649269999997,540.1424034,35.53934039,55.58774681,35.78933916,41.71828656,234.058119,36.31347274,48.74853641,56.14365179,21.74325462,35.27245287,61.23769179999999,10.15078221,438.73621900000006,158.0655325,76.2951265,11996.61693,984.0405796,141.7901005,7.144717655,16.27012015,100.4058835,6.488724891,74.59954882,31.01544674,62.67712066,17.63156951,46.21941197,58.02830969,35.88465138,39.95521742,5454.4575079999995,15.19148502,1927.119072,0
22,45.29899067,41.20447145,11.71077785,23.06692837,40.77059199,102.592752,256.56472180000003,18.9647441,25.09992242,94.05736429999999,79.86984451,32.56300644,185.9554215,15.71031279,604.7864472,263.4859091,383.7024057,47.31418928,56.29539466,39.08857267,40.72912738,243.52026099999998,38.61198986,53.65129169,60.95336654,24.05351785,39.82785837,68.10297892,11.09600163,412.13952,201.02902419999998,93.70012062,11391.26226,947.5747858999999,148.87719819999998,6.486462972000001,19.30690492,88.81817361,6.92548928,84.06847513,30.39857941,70.2586524,22.70989294,54.70917897,58.4989571,28.24937414,36.84970079,6182.908756,19.17091113,957.0702409,0
23,36.44262559,42.90720437,19.33216087,32.88974688,37.33383998,104.1822002,58.40653931,19.39032393,19.21659738,68.16598003,106.27842920000002,27.75867884,228.8596,17.54908614,409.6275674,327.99454249999997,581.468005,36.14431891,50.58725319,33.62382622,36.5093227,157.0639201,36.92087912,43.4294266,33.09460164,17.93066388,21.25035445,62.40328191,11.30084699,371.504532,191.885515,77.71148901,11571.99512,998.5902427999999,252.0698923,6.425069232999999,16.91423473,99.29808569,7.064022802999999,61.74840644,25.28305688,48.89733729,18.27525967,36.579311100000005,52.22059534,22.39498819,39.30729008,6918.291082,17.60003021,1597.521907,0
24,52.00137984,39.68247213,14.44164321,32.68085901,40.86973546,149.2374703,162.0678369,20.81457217,17.44627342,65.32457825,85.01644334,34.04377225,189.6437479,17.69496496,447.8711728,241.69100980000002,527.1859093,32.33359462,51.52676094,36.52782632,49.86909096,193.48313380000002,32.05123405,56.07971063,54.90105623,21.40182619,30.89968016,71.80851387,9.193116351,406.9870275,163.7162822,69.06122406,11775.00458,994.429993,154.6762626,5.963916257,15.98632035,74.24731759,6.280868218999999,55.31466068,31.01368393,63.8147934,17.46911964,41.01526373,58.16321048,31.60493626,39.14722123,5144.1250549999995,19.62149415,1185.327493,0
25,46.38656143,49.92972308,17.33686336,21.97519405,35.41739012,85.65288883,108.08810840000001,19.49680744,18.43356237,95.52834729,92.89834565,27.79815062,186.0344506,17.96395365,464.7100386,219.30091180000002,534.4406743,50.27819666,56.85297739,31.51310488,45.78150547,250.02941119999997,31.07005736,93.48338050000001,60.73360073,19.37009333,18.85881341,60.26422852,10.08198634,447.1028711,147.15584130000002,90.96142812,11100.215,1364.0586859999999,262.8713313,9.217713964,14.65724447,82.90952793,7.70615925,97.35343645,25.19986326,58.03760175,14.34669976,55.84688856,33.05432159,23.94588747,27.08893932,6564.229663,17.89319361,1095.07958,0
26,37.97810458,40.28508795,14.81443808,32.47559381,34.53642867,159.1800804,327.7947641,16.2612922,18.28158182,63.79692576,121.1015903,42.34289485,321.0250351,15.47950035,425.1915159,182.555712,493.6832887,34.17224202,47.99875233,27.65374567,43.83407807,230.8836176,29.21005157,57.85865976,44.21567475,17.21313534,28.50408924,56.90533462,12.17506019,335.5181496,166.2703368,77.22167807,12083.07475,980.0475925000001,154.6062681,8.483196617,14.06908891,128.2058248,7.88434551,55.3256657,24.877834399999998,56.58120513,13.30430276,57.92808228,44.15592097,42.44050742,34.22135548,5749.855561,13.78615275,1630.25282,0
27,38.47101531,51.75208205,15.07424666,39.68505776,30.70873119,99.25727896,121.7446867,17.85634622,18.11065727,75.00838631,143.2146233,25.56584845,273.8139236,15.12925455,346.0994887,178.3994058,659.2002593999999,27.39080953,47.12285355,23.86214782,36.17306651,281.81644689999996,26.85288145,56.05689771,30.56776147,21.32889027,32.71447016,59.2383684,15.84179601,403.23861760000005,222.71640209999998,84.07523493,10577.71214,1133.9175289999998,171.6689131,8.865475425,16.30514087,122.52972749999999,6.746910387000001,47.88367579,23.18849045,51.86811375,16.47454825,44.79534766,36.36382361,43.44372788,25.30263975,6883.8979739999995,14.55453659,1837.654712,0
28,39.681867,44.11128858,12.10789362,32.82581669,34.99121852,150.059412,87.43306082,18.3558625,16.14569904,68.77231476,107.0741935,36.1228045,206.697768,16.28859204,456.05910539999996,294.9995615,664.2557496000001,28.02194128,58.30974062,36.62018057,50.39033003,204.41623909999998,31.01910166,64.55594253,36.19478647,18.94740017,24.67169619,59.27973117,13.27500961,453.9306204,218.86933080000003,71.69516877,10386.48587,1272.517693,162.7058147,7.585409149,12.30109637,105.0718212,6.660405433999999,58.6876079,22.13882885,57.15433413,13.97837742,45.83630996,30.13635441,22.82326046,40.61554224,5806.326564,20.92580184,1381.586332,0
29,38.94898966,56.49193451,16.25037381,38.30059767,30.34226754,133.2334939,132.9167396,16.52559143,15.88325838,67.32395377,102.9922521,36.84781071,288.35335539999994,14.93366119,442.53568960000007,211.57406780000002,647.8482006,30.41470276,51.72181509,28.30525469,33.52169048,256.9803077,29.174519699999998,51.42471542,46.69078696,20.24646314,31.06125034,55.22111066,11.87701179,374.42812599999996,182.7700666,67.0922397,11894.68957,1030.186625,132.6633452,9.763219727000001,12.35744003,127.3453085,6.006043817,52.57940824,28.54331514,57.99943736,14.72229827,45.09182512,50.00696004,44.52886703,32.01242361,5803.469773,16.22833405,2174.141314,0
30,27.04661236,35.5225686,12.23568529,38.38990274,23.93498505,138.4327038,157.4890813,15.54395797,17.55330759,65.46981513,117.3200678,44.65141531,210.7015329,15.77256072,449.2133522,302.2456991,423.6217931,23.13615151,52.89788003,18.35546808,35.24381027,211.6739614,25.64719245,50.4388333,34.12338826,16.50401348,21.96433629,61.55657255,14.02486521,359.24144739999997,191.89482560000002,77.7327688,11736.05568,1048.651799,194.6986405,10.74509252,14.34778374,127.44641659999999,5.401222572999999,57.66272054,24.36984213,68.67789901,11.38896706,48.05614444,37.57796406,31.85564183,33.88822105,5384.885674,12.78657525,1165.3196269999999,0
31,41.67418268,52.53092196,17.51622522,28.57591918,38.95066353,119.58950700000001,194.5277278,17.20584689,24.816143,75.51173706,138.79627119999998,25.332472699999997,207.7283049,15.59769564,432.57755489999994,256.912629,415.5355218,33.96064607,54.55066959,25.26524036,41.41386657,166.35829569999999,27.50734514,66.30680338,47.72059083,20.87221782,30.67180149,51.08408531,9.492025656000001,349.2131316,154.4200206,78.37583483,12085.085,972.426231,130.22945670000001,12.36876027,16.00612305,130.63530169999999,5.876886354,58.97309476,23.61014505,64.81756865,13.38116666,63.62487448,40.83657596,27.27709309,36.27105993,4662.797303,13.68237717,1606.984168,0
32,61.01191041,46.55873643,15.25089495,16.26462889,42.47541094,119.62490759999999,282.75172200000003,20.90749047,21.82858942,81.59240723,72.32261812,23.13785147,117.58237390000001,17.97440364,649.1472677999999,286.6805068,426.41075020000005,36.36473102,51.738596,40.75372425,41.413981400000004,193.8040622,37.63014648,84.10332890000001,59.52702958,29.44253525,33.3366909,89.93457776,11.50232817,473.8997205,142.37746409999997,106.1667357,11372.95868,711.0804588999999,138.7427909,7.901836526,22.65783327,36.78383514,8.109623854,69.95299879,37.09497852,87.41312438,18.67029736,41.90611865,56.83091349,17.56830377,37.49649915,4898.349502,20.89824663,649.3781356000001,0
33,42.819469,38.4463571,14.783787300000002,35.52805981,37.87920114,154.6249159,86.68226823,21.41553776,20.14170629,76.38126985,112.5252531,21.41117404,267.338165,15.50851882,407.3923276,273.60447189999996,532.6861644999999,32.55569427,46.71946991,28.87309784,46.22895994,211.6933295,24.72754315,45.73320113,48.97783168,22.86403302,28.97410113,52.62658957,10.27541673,356.024077,179.9366178,68.52127066,11367.6782,961.2820604,154.0881386,6.589257927,15.885339300000002,140.0142641,6.538959102000001,60.05344066,26.92743676,65.67325241,14.04909213,52.69988834,40.50581134,25.1335926,32.81678494,5768.89784,14.95603658,1237.514745,0
34,27.18762078,54.69499816,17.09686617,21.40385863,40.57659779,132.6746562,74.93454226,21.95899313,22.07321698,82.67825302,57.5156635,22.458536300000002,126.33591329999999,16.70032183,442.23242530000005,250.11781340000002,505.7560982,48.30970038,47.46713271,36.64976392,41.05488531,154.19337819999998,44.21432626,58.20741324,50.36860955,21.64585677,27.92278622,78.07918019,10.38931046,476.27103439999996,171.55257849999998,76.73330554,12019.08959,1041.336049,207.750048,5.938571755,16.91191353,90.22591727,6.606403097,62.91521299,34.37295551,46.58433521,26.73719101,56.34641821,45.35714727,17.75781288,34.01789581,5771.257553,15.62912385,990.0770548,0
35,28.67620091,44.40237683,14.69896837,28.78301867,29.66769629,138.19589960000002,112.15646709999999,14.59567473,19.87241084,58.71755539,170.1832218,48.52387971,333.8464757,19.03251091,439.7119711,179.8878579,632.9944324,28.91010613,45.48235338,26.61832712,35.59434134,238.7088096,29.59734785,52.86239923,29.119748699999995,17.76976873,22.24783431,57.06431748,17.90596045,334.4180714,211.0599451,70.85550303,10605.31609,1212.727754,154.9592429,11.58417984,14.96309799,173.81972530000002,7.6600775610000005,50.18474570000001,26.58430785,62.240813,14.88616266,52.77043606,26.4642892,38.84672308,25.91558401,5501.617026,13.84064239,2401.250169,0
36,40.12590428,42.8127618,14.91720147,32.93370689,37.31280722,164.3634833,85.92130497,20.30815118,19.15591455,74.33599206,79.66460656,43.17047316,265.849142,16.61733357,449.8708256,252.318119,454.35400949999996,32.55009841,50.01923195,25.29811524,38.69472496,225.80944169999998,31.27820898,40.61314934,46.73828849,19.05886103,25.29296038,53.657911600000006,12.509255300000001,337.13883250000003,176.5659082,70.08350387,12316.63044,1114.576558,144.1199254,7.711801941,15.82225145,133.2847582,5.6037748810000005,51.56273913,22.58886691,63.58413783,13.38116666,57.72154456,39.4050602,30.20318943,29.22603071,4882.214615,14.16895054,1617.0515990000001,0
37,39.25011566,48.16766221,16.42674808,26.74675565,38.293802,158.0174418,148.8851444,19.62150775,15.49144698,59.41399938,103.17052120000001,39.09767736,280.65792749999997,15.78823507,404.774894,269.7703533,426.84367760000003,33.96959234,44.67339522,26.63665469,38.39626302,233.9847995,29.36148436,52.91849035,36.71355721,15.93937328,29.47412338,49.01913088,11.15277642,350.3473078,185.92165419999998,59.88907729999999,12029.34109,926.3990732999999,106.98835749999999,8.91239392,15.06630776,149.8378195,6.835287403,57.64821371,23.85771552,51.57660834,13.23130082,50.90237267,37.04112471,24.39524386,30.70362306,4440.941957,12.91041973,1752.6108739999997,0
38,48.97246806,52.86580699,16.26253211,13.16139038,46.23963165,137.0267738,149.7746861,22.45442696,19.97943665,87.19406295,87.24254796,23.32189317,140.4680295,17.51367573,597.3538612000001,246.26315789999998,496.7385834,39.52402586,67.15090788,36.19586528,45.45310669,177.0231219,30.34186794,49.46454838,55.35800321,23.14298418,33.61415551,61.97734291,10.70494145,480.6713483,171.9885844,67.98431367,12773.17892,890.2902832999998,127.5433615,6.674774048,19.96343398,81.37050279,6.886481227000001,67.28094201,31.00259343,78.24588626,23.92354037,48.93938274,55.3817601,29.88620898,43.09277201,4963.492854,18.1016462,1070.404225,0
39,30.17772197,50.8598041,17.49306277,18.23471821,33.00370304,86.48709651,177.3535011,21.67574988,20.70348886,66.89363322,93.68602797,24.44168767,200.29547240000002,18.68299705,377.3394164,235.0857043,673.7478715,39.16448276,45.98960814,29.69446222,28.9218313,243.49561809999997,38.54198579,60.15038223,51.34511076,19.89749626,32.49504859,82.83014448,8.540017345,478.52981330000006,185.6613881,78.9533732,10864.99583,1319.696074,266.0218615,6.196677987,15.91122492,102.736641,6.743525377,71.59892393,31.66010204,52.77723995,18.45158699,45.577314,43.42027626,22.14048622,33.22828665,6484.7264399999995,13.95114861,1360.0933890000001,0
40,45.30523947,37.42470398,16.4072438,39.02062552,37.11269851,113.6214965,132.40391770000002,20.80192304,17.82434306,73.87436913,114.40172530000001,36.80969779,240.46581459999996,15.71430977,389.2790785,221.97693999999998,386.5100186,31.36398566,50.05471265,32.95821034,40.3855701,193.4013426,40.30114716,29.05907751,52.35930346,20.14898137,31.82683961,58.73322694,11.78550767,359.66750210000004,144.70630769999997,71.41058343,11940.78447,978.9823231,204.1092847,6.778838029,16.2147514,117.61082150000001,6.157108535,59.88525832,29.66422116,72.23068765,17.69768805,61.20798629,49.207045799999996,42.41745035,46.05634438,5623.294931,17.81023935,1268.203018,0
41,38.80998579999999,48.21726784,18.52786832,19.98028144,38.379526299999995,130.8597854,47.95026888,20.40189138,17.44816001,63.37087365,126.73410449999999,31.98882287,153.366226,18.69089826,478.33515,286.735754,666.8613382,28.02584564,50.64717867,35.00938953,37.65963207,223.605521,41.51650233,60.9023081,44.81780227,21.35981135,30.39196393,53.36185817,12.53693692,467.2578204,165.84537849999998,77.27795438,9930.426736,997.6977426000001,219.70166609999998,7.928016692000001,14.810998499999998,93.66895078,6.477952996,95.68421247,26.88784079,59.59362078,15.18050627,54.86860532,39.18786309,21.46178252,33.76603793,5898.9399189999995,12.44507483,678.4233427999999,0
42,43.77374767,57.87919695,13.41227441,11.32991396,44.99088996,143.6960904,297.98626,18.74111651,23.28972985,89.64330907,77.7356245,28.83024117,151.5028371,20.79053531,608.5483157000001,250.12058739999998,371.8159888,53.90275101,71.18838662,31.92859137,37.92199609,217.08045090000002,32.99709242,74.37129559999998,46.55437991,23.42571212,27.48761824,62.74279965,10.18895367,467.4956076,119.48461029999999,82.91395312,12893.71161,835.845219,105.4923813,9.061148981,20.90012984,127.15487809999999,7.143019204,84.74662444,31.18218243,79.16500935,23.33987614,47.93398571,53.33767375,23.22874008,41.61627694,5133.439262,19.57281016,1239.4978039999999,0
