,235934_at,1552729_at,1558474_at,1556314_a_at,236807_at,234972_at,210387_at,207024_at,207790_at,217493_x_at,202254_at,34449_at,239843_at,1557483_at,46665_at,202481_at,216338_s_at,231497_at,214066_x_at,233846_at,group
49,29.302076500000002,39.13655872,15.03386449,27.93054849,39.36735829,159.1908936,60.65186068,20.0055169,19.71183254,79.59925373,93.24031672,36.3811439,174.9097619,17.49699179,418.5661983,207.3051289,598.4819805,37.10629365,48.84269835,33.38571424,0
50,46.36952362,37.31580748,15.89004164,22.96476316,32.93569298,140.4284075,116.814617,15.89683881,16.25990587,69.52909952,86.02588954,39.86254732,174.78347730000002,16.83577233,284.7799961,193.11989680000002,373.1632234,28.90810231,47.995658299999995,34.45938384,0
51,47.91840558,40.57918542,15.01091484,28.50246916,38.29932339,133.6267471,115.91881969999999,18.28651182,17.65638392,75.77389482,100.1198344,42.43712454,206.5899124,18.13111823,570.6320622000001,311.33241860000004,410.8577015,44.35718786,53.80797095,24.97898586,0
52,40.65759575,44.77138365,9.330820829,33.5825296,31.69053257,92.28818138,103.0345229,14.30199005,16.41489936,71.35032025,125.73443449999999,41.61711349,201.6237809,15.37542091,426.1220806,247.7205939,610.7143777000001,33.78282337,49.78495773,24.33596368,0
53,26.04439465,42.80344469,13.03836443,28.96171238,39.593919899999996,132.8805371,40.65765211,18.52449104,20.33702859,66.52602829,104.2097894,32.20163419,224.1644981,19.96914973,436.49036550000005,240.8105853,780.2415405,27.64226635,44.70669526,31.52396283,0
54,43.84298133,39.07445917,13.91186565,13.25282486,36.84727436,149.9990964,138.7406751,19.07252568,18.84423077,81.10882559,85.09886588,32.56431558,130.7028691,16.87620953,496.5151745,207.9000075,447.3226499,40.94124303,64.46454489,33.22252912,0
55,28.42946412,46.25873791,10.34942708,41.63462717,34.91896759,101.49367409999999,294.3996202,16.51914371,15.47594927,67.35349946,151.175653,53.02390435,296.11792210000004,17.91846316,456.0183282,200.2106627,549.2986744,29.00667449,52.21031653,22.26662504,0
56,35.25026016,51.21189361,13.87040492,38.00304199,29.2945016,112.8806977,124.3284797,25.36144426,16.09334147,75.79863694,107.83748909999998,26.80523727,172.40920590000002,29.38371697,294.7880026,298.50266469999997,778.5031141,24.11458371,50.0776862,30.82446607,0
57,43.68699595,40.66421898,16.00259535,44.35927865,30.22356631,126.01494209999998,144.3656799,16.59345037,19.90392432,60.32942805,124.2903088,35.86764205,317.9182442,13.92830698,362.24676610000006,214.6259932,590.8225171,34.21359978,49.96382423,28.81733465,0
58,32.56278073,40.34413352,19.00630262,32.47010174,32.13870738,122.3851751,104.6959627,15.53450106,22.17621124,58.32307983,126.3988038,33.51121292,242.0125411,15.59909039,453.11109270000003,281.85121960000004,514.8570095,24.67670733,50.83196159,21.522056,0
59,42.52779057,38.1440202,16.49632779,24.94439891,36.16544504,164.92256569999998,151.00808669999998,16.51708281,21.16258562,55.83667003,87.33632981,29.86537641,301.8039756,17.67426114,425.35157919999995,259.7759388,571.6926768999999,33.83545772,54.76445852,30.48327493,0
60,44.18687504,67.55988653,13.81607582,23.62518956,36.72951651,130.38038229999998,349.439043,15.85760511,21.48451047,67.02748978,95.53483659999999,31.49358309,190.9063128,22.62636619,401.4751828,198.8486559,454.20664419999997,32.85183381,50.9172995,28.19807945,0
61,34.02798929,59.06669561,13.06134897,35.04078038,32.70667056,136.9465394,348.31456710000003,21.38932426,22.51416395,70.95114198,124.17268159999999,47.82685432,242.3655773,19.1737949,438.4984704,215.7679838,807.6844758,27.43299059,59.07742337,28.04780566,0
62,30.79330899,67.36405129,10.667727699999999,17.17504531,27.3615869,144.9988854,166.5417409,20.06211776,20.8931773,65.00600096,100.2688729,37.59156309,157.77283319999998,18.41485331,474.68643089999995,311.79586820000003,659.6061317000001,31.96415388,52.66669414,26.51108848,0
63,47.05170183,42.96648938,15.6874831,33.07474205,34.76199558,143.4361639,159.0121285,18.48006595,17.03362985,82.02904913,99.22556727,37.46303821,270.33340760000004,16.62500651,341.5578169,233.1259833,670.9167722999999,34.50592015,49.9892508,31.07785442,0
64,50.5741408,45.22125106,16.62167653,29.48842778,33.28074906,123.82570290000001,63.41380324,16.10050461,18.7484575,82.35635076,95.96390763,31.96388802,220.38679900000002,17.65590663,401.40895730000005,226.27117510000002,490.4580723,30.69285619,58.52101959,26.21587874,0
65,33.86509177,68.58760623,23.35576832,31.16029529,28.85797175,145.8548955,131.7645072,18.74315611,24.95911716,48.45222457,161.3250878,30.12630851,185.6126208,17.3928446,291.0828437,204.8438827,506.4110237,33.54344593,44.64327621,34.17404223,1
66,39.25294519,46.17093361,13.01072093,42.83870609,34.74118357,123.3895153,60.19617864,20.70565591,19.99125308,67.17674559,116.3735192,28.48218655,173.55895569999998,16.87620953,509.991008,281.31408930000003,581.6106997,31.14474813,50.42439625,31.91504994,1
67,48.88788204,39.06408724,23.37001897,27.92087018,41.99565020000001,138.6104291,94.89077931,18.72713113,19.57739629,83.62659980000001,133.23395559999997,19.10653153,320.2547148,22.77877092,436.2051522,210.13912689999998,466.4688716,37.50575294,59.68502091,25.43254619,1
68,42.62774991,58.97325827,15.78691096,22.44885566,29.25448671,139.8814649,102.9459312,14.81972735,24.99919961,53.76233897,89.53302342,35.28008178,199.8738607,12.34578785,417.7841645,273.6940004,474.6380663,29.79146159,52.08600928,38.11832974,1
69,43.99482719,64.76448536,16.23915884,20.43287065,34.05550215,170.1338029,74.47689387,18.4449887,24.1599908,73.46499065,153.93484180000002,33.35388711,294.25885089999997,16.56359583,501.47535810000005,273.9466213,538.3038748,33.52092372,51.2277989,35.90706927,1
70,48.069503600000004,55.43118713,19.16093424,29.78027147,53.35656921,146.9931382,182.50738090000002,16.82943689,18.83647365,91.75920584,69.23424968,23.73333604,143.274197,20.52920707,671.6519444,321.3665587,343.382808,44.09364998,62.34102627,36.32623647,1
71,32.98762483,38.64540552,12.81552788,24.09592033,33.81304412,122.71824960000001,158.4079575,17.65867266,21.98849565,59.86247405,85.58814058,28.95398464,197.4522504,15.91172122,419.80455199999994,245.3024784,565.6433971,20.64361894,50.81790516,26.28013898,1
72,39.30325792,49.80007466,9.109898626,29.75280949,30.35255376,146.0075336,259.1419916,17.27655903,21.66885474,64.39800097,99.87689043,55.60454864,198.29177130000002,18.03684375,473.4410529,313.3015289,501.55322570000004,26.22667481,49.57617291,19.67777232,1
73,39.22569217,40.84645587,15.33068229,36.87655549,35.95426469,133.4443118,262.5017081,17.74962943,20.33117937,70.30293427,81.95783673,36.01050684,185.7325677,17.84030036,426.8919063999999,261.33363340000005,485.6358109,28.84471292,50.095774,28.381993100000003,1
74,42.65982079,44.32405599,18.51535107,18.14421833,52.91379548,98.57548511,176.9186097,21.97342721,21.13313654,80.12641365,162.1796507,34.99471128,252.31182290000004,22.5680678,422.50365159999996,161.6279621,571.1377761,47.62707356,52.370301299999994,33.09145909,1
75,46.78126602,41.66219657,15.58506212,15.48146399,33.13325419,114.00086809999999,52.76363305,16.27137201,14.81052627,74.69102543,113.48194720000001,50.082303,291.2004955,14.02471939,626.0247998,323.0153691,467.41265989999994,31.93228749,56.2840407,22.04011735,1
76,42.59171743,61.38405298,16.25944378,14.36145485,38.48371046,177.2571485,474.9428125,24.32913294,23.308059600000004,91.86440125,95.69820769,20.51472628,164.6027924,18.37290693,480.3549353,254.06943199999998,534.1680956,36.40886848,69.87909408,33.99863688,1
77,42.7470809,51.42917123,14.80502478,11.48472176,49.91858034,134.88564409999998,136.0615859,22.77684474,26.05374758,97.56690777,77.83299674,26.000185300000002,166.7229616,26.91221069,503.92212850000004,266.4632937,323.3233745,40.05101778,60.41998832,35.81854924,1
78,63.25589369,48.8213404,14.93598004,27.34721474,44.46619338,161.69295369999998,224.48729709999998,20.24969116,17.21444782,79.89116156,82.89246154,32.51611521,206.2155049,19.08621336,457.29679569999996,284.4071649,434.4700745,42.24582889,57.02750461,32.65316657,1
79,38.4662957,48.13515397,16.6556644,27.73275429,35.20230518,183.3208411,357.9370316,23.940261399999997,19.26889586,63.59608278,107.36321729999999,31.33297822,212.0976756,16.60245865,456.44935949999996,258.9889976,579.9951394999999,31.04788307,50.22281538,40.71165597,1
80,39.7531148,57.2314796,10.82419628,30.54886765,36.67911692,155.2649093,298.4395649,23.93443757,19.20895326,68.4281956,125.02449779999999,45.44485295,217.48709680000005,19.9345067,401.9981355,239.3304247,413.66698219999995,28.57552303,54.77994832,22.54092789,1
81,43.88235358,45.29258575,17.44687807,25.44778177,37.64908767,157.39893840000002,241.6337222,21.26936416,20.18538222,74.71903927,121.0083675,31.52592946,194.1749117,17.31803094,451.4264058,229.37097000000003,588.6380533,32.92517036,49.37729844,32.17271985,1
82,61.05027971,52.0763345,15.25089495,25.81135546,41.47709649,161.88124059999998,212.8436147,20.30482939,19.51112419,94.05684273,83.90774047,40.70257041,236.2515526,16.94906754,445.126629,255.2257356,479.32420999999994,37.82714531,44.106671899999995,39.47477123,1
83,42.86398273,47.13850176,15.64464482,19.83713812,40.90595563,155.57570780000003,282.412865,21.22791836,19.80007514,67.93240379999999,70.70611076,27.01734495,154.9844862,15.75828907,495.448743,278.02677189999997,445.3688973999999,37.09994132,58.53229737,37.51563311,1
84,45.87852169,75.73808297,15.54909814,25.25587289,34.2703495,140.9846222,285.4772559,18.28924988,20.51229485,76.33527583,76.20010074,25.79804793,145.7201929,21.85258432,604.1558711,264.8654765,652.2205104,27.3697623,48.63479731,30.98117594,1
85,36.18996983,70.8840436,22.45651267,10.09298493,26.10314983,152.5289202,624.9907381,21.60301845,28.58421965,68.95168965,72.39273413,30.64462191,107.2793061,18.71476464,561.1151284,320.36839060000005,519.8141154,55.89223651,50.19420823,35.0986102,1
86,48.28265148,50.41663761,22.35037295,21.38462495,55.10414733,114.6776949,108.817743,18.86810985,21.98261331,97.19390899999999,74.36443973,24.90602706,209.8659059,21.90624037,520.0267404,255.7068503,349.9335064,41.73818614,55.56517253,36.29573182,1
87,38.48968609,50.2586495,14.20600507,14.59433935,33.37315093,191.5252773,52.7022993,20.78974273,19.49186189,64.80184571,95.37954531,28.77982671,191.5015156,17.15667408,482.6176943,395.0430308,590.2588675,29.40168637,48.47547063,33.86234548,1
88,40.54168088,47.62413553,15.50466017,16.80953604,38.05380999,160.72204330000002,379.4397466,18.10258726,23.71542799,80.91582622,82.06527581,23.63061055,185.9079944,16.96819264,490.37852819999995,367.7424724,577.7469787,34.57774785,50.52316101,33.06282286,1
89,42.66718424,66.78313897,13.27988732,19.6487278,38.20824268,150.8013987,283.9836381,16.84640675,21.025016100000002,64.10726698,85.1379236,35.44720572,139.2810332,17.58135063,604.6389047,291.7334492,413.2098973,36.12913978,63.76014477,18.93022955,1
90,48.64551861,38.39809945,19.95593541,30.50923287,44.47880121,126.55099150000001,270.5322918,18.54792637,22.09127835,89.35577082,124.2815216,31.32672395,194.3238273,20.84260936,474.01141770000004,238.8662142,428.99172230000005,39.30004338,55.41378471,34.0870773,1
91,36.32968622,65.69824832,15.02285386,23.59308221,34.78549632,201.8969071,315.17886830000003,22.08565937,16.30500524,65.73509934,81.55582399,30.30105248,172.0059904,16.41764168,448.4287606000001,281.52241789999994,508.59025189999994,33.79106697,44.54661798,37.15176895,1
92,51.62918789,54.47222907,20.177087,15.42124139,45.61482888,150.9900844,266.1255101,19.81891393,23.48783771,84.49944731,64.21898687,31.47546966,172.78557869999997,18.70742388,735.1597648,256.613098,420.51749129999996,41.17375153,59.94684826,38.40313011,1
93,49.94315304,50.06432416,13.90196584,12.12382477,46.57371307,153.2100367,221.077593,22.54475614,28.92309429,95.28809008,90.85462170000001,20.10077191,61.33628996,19.81920241,321.5934026,464.6855587,552.2271466,35.132905799999996,61.72119117,41.95616763,1
94,39.82084692,48.30970038,17.73793303,20.63499237,45.12365421,154.32200690000002,528.2525441,19.74066931,20.29700562,82.90441339,71.1206202,28.03375315,135.994359,22.93988096,681.5184954,425.0842513,369.0352966,27.14668256,63.04657092,25.78608775,1
95,48.42996315,41.52654674,16.04609123,29.21525548,36.28667597,127.90386059999999,193.705217,18.07630626,19.71013838,66.88862576,78.1717267,27.10000101,258.5377252,18.32011939,479.88270199999994,218.7492105,470.9463801,38.68123628,56.48821469,30.883578000000004,1
96,42.19838849,59.58523602,17.05807567,30.85257503,34.72074503,128.98093300000002,79.09398069,24.12322689,15.90190829,87.13545748,117.47174640000001,23.2868404,199.9388475,27.10794792,379.20968480000005,238.7980094,658.5631602000001,29.09565865,47.59839427,32.68314701,1
97,55.80869475,57.39177145,17.54554675,18.84814973,36.46417883,190.32562430000002,519.2030327,16.15885423,22.58114913,73.34928512,81.84316317,27.56298058,159.5431658,19.99329015,735.9995123,276.9928641,317.55066919999996,45.18393459,64.24636833,37.86192872,1
98,30.44904341,49.88312699,16.25142139,26.68999259,36.77154782,179.2997915,236.42700150000002,18.98410395,20.81745788,73.03924767,98.96098809,37.58312174,202.71246580000002,20.96128127,423.5889076,296.1667764,517.5867948,32.48358597,48.59783031,35.98191337,1
99,71.77149165,51.82495308,17.07985711,20.57275357,48.3160296,109.09045,152.3799208,27.89645703,26.35520484,95.95040561,66.03907465,26.88398316,222.9004934,23.24702184,575.1777268999999,236.84411260000002,477.76388770000005,47.96073955,48.11533939,47.21236996,1
100,37.39778709,41.15263773,12.75551285,29.1893059,41.99777523,132.72386559999998,282.3768486,20.75508593,20.62138033,81.22275174,114.565909,12.76119917,291.11613660000006,15.88765175,441.6130515,316.5827856,424.77145240000004,35.34428373,52.78576434,29.1081854,1
101,41.65607488,35.56970243,13.41179099,26.83513052,35.55624333,155.57376680000002,370.36449730000004,14.24143877,16.44900029,72.67010068,72.61879068,26.78449147,162.25892219999997,15.8097648,916.1709447000001,397.8966659,303.8315758,34.9524093,55.12385962,35.6381366,1
102,53.10522835,42.83472734,16.4668192,18.20714739,44.85677513,146.1902211,148.6209823,23.87132927,21.19160569,100.92725420000001,60.95940854,20.88469255,99.41316422,19.56164783,636.2376777000001,402.66380899999996,306.99109560000005,42.47558759,70.55507725,38.57916465,1
103,56.06599067,58.48399666,16.65724612,20.31973948,43.42340642,144.55222450000002,74.10536049,21.83698842,25.11107698,91.82289417,74.12549866,21.2514592,138.87884069999998,24.12799283,437.54057489999997,251.3109983,436.1655455,41.01813522,59.68477268,44.34854906,1
104,47.37706758,67.03483085,13.65016041,25.1965971,39.86572497,156.7299408,588.8935247000001,21.51847599,24.64171906,82.2360463,78.06051090000001,33.99741147,124.37217959999998,21.32172121,497.15951210000003,339.8706568,555.7822694,28.13302926,57.04391128,19.01524998,1
105,42.24389629,50.67179392,14.84118105,23.20691747,31.85191042,153.9540489,311.6670871,19.8908221,20.77651823,69.98971363,103.1957682,29.98774221,179.4966365,17.69462154,583.0521022999999,378.8576318,424.8377041,31.83584164,50.93417244,27.0787643,1
106,50.48129447,47.63991718,17.17303351,22.09910443,45.41824327,180.5893495,195.06079069999998,22.03668028,19.36488461,85.35945146,83.41506171,30.78216929,202.0793369,18.77152559,427.589021,184.69103130000002,540.0132514999999,44.3989299,54.93238402,40.17352082,1
107,40.38747367,49.82576325,14.36575588,32.63189805,36.681557700000006,134.2143388,292.0375355,19.74927791,21.73141182,66.93950604,113.7215612,32.24713311,178.018825,17.0665081,491.86548089999997,327.3735603,615.9481069,31.3863857,53.10787872,25.91324888,1
