,235934_at,1552729_at,1558474_at,1556314_a_at,236807_at,234972_at,210387_at,207024_at,207790_at,217493_x_at,202254_at,34449_at,239843_at,1557483_at,46665_at,202481_at,216338_s_at,231497_at,214066_x_at,233846_at,group
1,29.18950823,44.96644732,12.77959313,21.8080822,34.02820157,128.9190811,306.3242985,20.02911818,16.0780663,63.02240915,115.72285409999999,46.90211253,173.9374767,17.39118098,471.6422005,268.2478876,518.7548107,21.34114978,53.47934905,30.93085911,0
2,40.59122572,40.87809329,12.46235661,40.90595563,40.30508613,89.52607302,46.92097216,18.55351977,16.916532800000002,74.28803703,112.69307079999999,37.98397538,226.7195516,18.21926684,495.1782028,286.0931212,561.5217131,30.44617318,48.39700951,22.87671505,0
3,38.31071377,53.41348086,16.34757798,16.97450972,38.98040027,143.94571169999998,424.9245831,18.10893754,20.51439923,80.99837165,127.2776241,41.37180509,313.0905166,14.80793949,446.1744221,307.54250360000003,446.66116050000005,41.25788611,51.89871813,33.01770638,0
4,44.13355325,43.13843699,16.03567302,27.87938825,47.02027267,128.64806969999998,42.81394884,22.37235154,17.38146765,82.92585059,109.4576517,22.30983595,245.9765545,17.93696629,330.10175530000004,200.5401088,590.8569183,35.442685100000006,48.18182049,34.34182966,0
5,54.36484011,47.47200241,18.14784075,35.99476015,43.97467469,99.35254371,27.65698527,24.60563767,26.90415331,96.82394691,84.01220339,21.33366606,182.0105164,18.58117719,553.8183324,125.3440757,324.3183851,42.54533361,59.653670299999995,33.88267798,0
6,28.98878576,47.72800074,12.39366523,33.61711468,36.65855464,119.3232196,33.90957976,12.06039288,18.36629859,59.08807116,126.8630392,54.20582545,280.28039029999997,20.45812469,457.87151339999997,272.358862,544.3568871,26.72516593,53.89651183,25.35995007,0
7,29.13808178,35.99620726,14.10842465,54.18786872,30.19787235,145.95997509999998,47.24022726,21.75529991,17.83626952,60.15038223,138.74529130000002,37.89122823,260.06383880000004,15.20354658,273.9413045,212.98706409999997,488.0513034,27.866154100000003,43.88998889,30.23104616,0
8,41.68721246,44.33938947,15.38012155,17.95209114,39.98414131,143.54666469999998,145.8555021,19.8073092,16.70726874,75.53670772,91.59259118,30.29158156,165.23631709999998,15.8463207,499.0722924,248.8721527,451.9229459,34.06638602,60.32411751,32.63189805,0
9,32.57431645,45.98221314,10.29793383,33.91743111,33.53319401,92.35153271,88.14348295,15.67067045,21.94438601,62.75641349,136.5159775,38.386762899999994,258.53485789999996,17.6662264,437.1558818,251.44673319999998,493.6090379,31.36292042,53.07722352,30.35093382,0
10,30.22628985,49.83930344,16.05011801,36.8341233,33.69124882,160.64329990000002,45.05467791,20.88515579,20.31481047,79.12304263,92.21528519,31.70690162,168.4795876,19.98277447,378.8035392,211.8664003,714.1399417,35.3499189,47.16258859,41.19738899,0
11,39.26489135,42.99598378,14.12097696,25.60802349,32.44155347,159.70348669999998,70.87303864,18.15788167,23.05307026,69.33836918,141.3496989,35.06775089999999,302.9874023,17.92427673,327.6559682,208.61397549999998,533.2428847,35.03361603,44.62134204,28.24702452,0
12,36.58732411,57.30702111,14.16271547,20.91594099,30.84819134,150.1177748,250.20433930000002,18.52221846,20.50272834,73.35223401,113.5716547,39.29958029,171.1103243,15.68589562,402.2174881,235.46568219999997,455.4986601,35.88783531,54.54930838,25.829592899999998,0
13,38.65772949,38.32356853,12.29278587,37.0266982,33.68882019,153.4453376,99.66209526,17.58199652,17.37892573,42.735586,107.18676740000001,25.23583643,190.59467469999998,16.7447624,501.2258461,285.35400469999996,617.0236596,33.87582085,57.7533609,31.41137083,0
14,44.42266376,41.68588329,12.31382444,27.01815022,43.01816259,129.4908187,56.355597200000005,16.35212245,20.53998183,70.6282282,140.575659,25.00322005,188.4314544,16.61733357,519.7665569000001,325.199223,685.5442591,36.04734252,46.36695242,28.925841,0
15,51.29122063,75.16452415,15.98558903,22.91906048,37.88082904,123.02715690000001,287.9660652,19.55897687,20.6244108,88.99411305,78.37496562,27.8567105,151.7296264,16.53078121,623.3039305,234.6967412,644.9390434,38.71634884,52.56253679,32.71694193,0
16,49.49136747,37.7480444,17.37708276,17.62890548,37.06930085,138.82369269999998,309.8551206,16.41373886,17.94624367,76.98332078,92.87143359999999,32.90459136,165.11633,15.53484563,512.5247982,257.9625812,448.793509,32.36157682,57.40159818,29.82336206,0
17,46.34253312,41.10605454,16.00818678,31.27768866,36.11329116,134.0951269,65.00063919,15.72499878,15.41110069,71.28422784,95.74816944,39.89920236,326.92343769999997,19.17243934,401.0329591,229.2414315,580.8218833999999,27.91075025,51.92829673,33.83545772,0
18,31.69400342,47.06611931,12.02106657,43.17520133,30.23335125,133.2483631,67.74356474,16.85336771,22.33617121,58.74491210000001,111.1876699,30.42492919,233.33889530000002,14.47091258,472.2290552,299.73713019999997,620.7648247000001,32.53011461,52.79377778,23.93969721,0
19,38.46338957,45.28288591,11.93308369,37.07014877,29.45733478,145.80334419999997,77.52995917,18.20105283,19.30418846,65.38790973,115.7311163,50.46334729,200.2933899,17.85748495,363.2540317,231.0891958,503.0486081,26.79684043,48.94481059,26.78129837,0
20,34.69216569,37.1734324,15.26687627,36.25117871,27.49872837,140.94622230000002,119.2086406,19.78165189,19.57507595,61.43457845,103.4492231,37.94573935,333.2957244,16.07864583,425.2068416,207.26360580000002,431.7136803,34.63827068,54.84772972,28.4781594,0
21,40.50954568,50.76664447,14.95219102,30.60959391,45.55571034,141.21974440000002,114.2209121,17.17745026,18.02368375,83.07042325,97.15719946,37.43547098,221.5205914,21.06356898,420.9669028,214.65649269999997,540.1424034,35.53934039,55.58774681,35.78933916,0
22,45.29899067,41.20447145,11.71077785,23.06692837,40.77059199,102.592752,256.56472180000003,18.9647441,25.09992242,94.05736429999999,79.86984451,32.56300644,185.9554215,15.71031279,604.7864472,263.4859091,383.7024057,47.31418928,56.29539466,39.08857267,0
23,36.44262559,42.90720437,19.33216087,32.88974688,37.33383998,104.1822002,58.40653931,19.39032393,19.21659738,68.16598003,106.27842920000002,27.75867884,228.8596,17.54908614,409.6275674,327.99454249999997,581.468005,36.14431891,50.58725319,33.62382622,0
24,52.00137984,39.68247213,14.44164321,32.68085901,40.86973546,149.2374703,162.0678369,20.81457217,17.44627342,65.32457825,85.01644334,34.04377225,189.6437479,17.69496496,447.8711728,241.69100980000002,527.1859093,32.33359462,51.52676094,36.52782632,0
25,46.38656143,49.92972308,17.33686336,21.97519405,35.41739012,85.65288883,108.08810840000001,19.49680744,18.43356237,95.52834729,92.89834565,27.79815062,186.0344506,17.96395365,464.7100386,219.30091180000002,534.4406743,50.27819666,56.85297739,31.51310488,0
26,37.97810458,40.28508795,14.81443808,32.47559381,34.53642867,159.1800804,327.7947641,16.2612922,18.28158182,63.79692576,121.1015903,42.34289485,321.0250351,15.47950035,425.1915159,182.555712,493.6832887,34.17224202,47.99875233,27.65374567,0
27,38.47101531,51.75208205,15.07424666,39.68505776,30.70873119,99.25727896,121.7446867,17.85634622,18.11065727,75.00838631,143.2146233,25.56584845,273.8139236,15.12925455,346.0994887,178.3994058,659.2002593999999,27.39080953,47.12285355,23.86214782,0
28,39.681867,44.11128858,12.10789362,32.82581669,34.99121852,150.059412,87.43306082,18.3558625,16.14569904,68.77231476,107.0741935,36.1228045,206.697768,16.28859204,456.05910539999996,294.9995615,664.2557496000001,28.02194128,58.30974062,36.62018057,0
29,38.94898966,56.49193451,16.25037381,38.30059767,30.34226754,133.2334939,132.9167396,16.52559143,15.88325838,67.32395377,102.9922521,36.84781071,288.35335539999994,14.93366119,442.53568960000007,211.57406780000002,647.8482006,30.41470276,51.72181509,28.30525469,0
30,27.04661236,35.5225686,12.23568529,38.38990274,23.93498505,138.4327038,157.4890813,15.54395797,17.55330759,65.46981513,117.3200678,44.65141531,210.7015329,15.77256072,449.2133522,302.2456991,423.6217931,23.13615151,52.89788003,18.35546808,0
31,41.67418268,52.53092196,17.51622522,28.57591918,38.95066353,119.58950700000001,194.5277278,17.20584689,24.816143,75.51173706,138.79627119999998,25.332472699999997,207.7283049,15.59769564,432.57755489999994,256.912629,415.5355218,33.96064607,54.55066959,25.26524036,0
32,61.01191041,46.55873643,15.25089495,16.26462889,42.47541094,119.62490759999999,282.75172200000003,20.90749047,21.82858942,81.59240723,72.32261812,23.13785147,117.58237390000001,17.97440364,649.1472677999999,286.6805068,426.41075020000005,36.36473102,51.738596,40.75372425,0
33,42.819469,38.4463571,14.783787300000002,35.52805981,37.87920114,154.6249159,86.68226823,21.41553776,20.14170629,76.38126985,112.5252531,21.41117404,267.338165,15.50851882,407.3923276,273.60447189999996,532.6861644999999,32.55569427,46.71946991,28.87309784,0
34,27.18762078,54.69499816,17.09686617,21.40385863,40.57659779,132.6746562,74.93454226,21.95899313,22.07321698,82.67825302,57.5156635,22.458536300000002,126.33591329999999,16.70032183,442.23242530000005,250.11781340000002,505.7560982,48.30970038,47.46713271,36.64976392,0
35,28.67620091,44.40237683,14.69896837,28.78301867,29.66769629,138.19589960000002,112.15646709999999,14.59567473,19.87241084,58.71755539,170.1832218,48.52387971,333.8464757,19.03251091,439.7119711,179.8878579,632.9944324,28.91010613,45.48235338,26.61832712,0
36,40.12590428,42.8127618,14.91720147,32.93370689,37.31280722,164.3634833,85.92130497,20.30815118,19.15591455,74.33599206,79.66460656,43.17047316,265.849142,16.61733357,449.8708256,252.318119,454.35400949999996,32.55009841,50.01923195,25.29811524,0
37,39.25011566,48.16766221,16.42674808,26.74675565,38.293802,158.0174418,148.8851444,19.62150775,15.49144698,59.41399938,103.17052120000001,39.09767736,280.65792749999997,15.78823507,404.774894,269.7703533,426.84367760000003,33.96959234,44.67339522,26.63665469,0
38,48.97246806,52.86580699,16.26253211,13.16139038,46.23963165,137.0267738,149.7746861,22.45442696,19.97943665,87.19406295,87.24254796,23.32189317,140.4680295,17.51367573,597.3538612000001,246.26315789999998,496.7385834,39.52402586,67.15090788,36.19586528,0
39,30.17772197,50.8598041,17.49306277,18.23471821,33.00370304,86.48709651,177.3535011,21.67574988,20.70348886,66.89363322,93.68602797,24.44168767,200.29547240000002,18.68299705,377.3394164,235.0857043,673.7478715,39.16448276,45.98960814,29.69446222,0
40,45.30523947,37.42470398,16.4072438,39.02062552,37.11269851,113.6214965,132.40391770000002,20.80192304,17.82434306,73.87436913,114.40172530000001,36.80969779,240.46581459999996,15.71430977,389.2790785,221.97693999999998,386.5100186,31.36398566,50.05471265,32.95821034,0
41,38.80998579999999,48.21726784,18.52786832,19.98028144,38.379526299999995,130.8597854,47.95026888,20.40189138,17.44816001,63.37087365,126.73410449999999,31.98882287,153.366226,18.69089826,478.33515,286.735754,666.8613382,28.02584564,50.64717867,35.00938953,0
42,43.77374767,57.87919695,13.41227441,11.32991396,44.99088996,143.6960904,297.98626,18.74111651,23.28972985,89.64330907,77.7356245,28.83024117,151.5028371,20.79053531,608.5483157000001,250.12058739999998,371.8159888,53.90275101,71.18838662,31.92859137,0
43,38.09220772,51.55223248,16.86345217,13.41164225,31.87976302,177.6785852,77.32955469,18.11938395,20.33420948,78.24615744,78.80416627,42.43085957,199.4838304,14.78020116,588.4120576,349.4174867,602.5816792,25.25844641,42.42888909,37.83682165,0
44,41.29181703,37.0653698,12.9672801,34.85969399,26.64577704,169.02548769999999,239.2673944,19.02854043,15.07014089,70.84263651,93.25473016,35.33818405,210.3835363,14.80426541,504.7730233,330.2587557,513.9292661999999,29.94310652,51.66745797,28.47375782,0
45,42.0200799,37.88765647,15.85006663,28.60384132,40.90153267,120.9604834,58.634830099999995,21.0229322,21.05653288,78.23287073,80.81426114,32.03257785,297.6999151,17.30284061,405.99298789999995,213.92258590000003,539.1380791,37.83868377,46.28134864,34.2062489,0
46,45.52714229,41.73682642,13.91662044,32.53381271,32.16854994,137.8954458,78.78608817,22.09711319,20.15025233,69.96235755,181.0640099,30.845155199999997,236.81423590000003,19.71009739,341.08890089999994,281.7613663,690.8204592999999,29.22173635,46.34234038,26.53485941,0
47,36.44335814,36.44323184,15.009864000000002,23.65607799,43.70126087,156.3239482,46.85480175,19.35027279,14.0465702,74.20574606,96.4438942,34.63675812,285.6449076,15.42737821,391.4146651,239.4057512,585.2815538,35.64283038,46.70101498,38.66043593,0
48,36.60576577,41.14037388,15.62474782,32.40741404,30.75399657,153.8082416,340.01203439999995,18.14043316,15.85549486,64.62430702,131.15709109999997,39.87467901,260.02778880000005,17.14857747,411.67327939999996,168.4004286,511.05792139999994,27.15383382,53.55520903,28.89598212,0
